probability,day_of_week,hour,days_to_deliver,delivery_distance
MEDIUM,3,14,3,304.8566592
MEDIUM,3,14,4,281.2587329
MEDIUM,3,14,4,372.9089586
LOW,3,14,5,390.5423031
HIGH,3,14,2,256.8352315
HIGH,3,14,2,163.6838983
MEDIUM,3,14,4,459.3232983
MEDIUM,3,14,3,285.8875876
LOW,3,14,6,620.5535048
LOW,3,14,5,551.209452
HIGH,3,14,2,229.0312102
MEDIUM,3,14,3,282.4866477
MEDIUM,3,14,4,542.8626256
HIGH,3,14,2,204.3097762
MEDIUM,3,14,3,237.3249085
HIGH,3,14,2,198.5045168
MEDIUM,3,14,4,427.2823009
MEDIUM,3,14,4,444.5992092
MEDIUM,3,14,3,283.1167937
LOW,3,14,6,613.7530491
HIGH,3,14,6,645.4526676
LOW,2,23,5,571.7686773
MEDIUM,2,23,3,347.6058871
MEDIUM,2,23,2,210.0822374
MEDIUM,2,23,3,265.8722362
MEDIUM,2,23,3,196.09624
LOW,2,23,4,448.967611
MEDIUM,2,23,3,297.9998644
LOW,2,23,4,322.4298377
LOW,2,23,6,608.8373869
MEDIUM,2,23,2,219.6387554
MEDIUM,2,23,2,198.615844
LOW,2,23,6,586.2902964
HIGH,2,23,3,343.5044871
LOW,2,23,4,508.8071115
MEDIUM,2,23,2,232.887542
MEDIUM,2,23,3,360.7112262
MEDIUM,2,23,3,277.1447068
LOW,2,23,6,408.2918691
LOW,2,23,5,543.6100653
HIGH,2,23,2,272.2204973
LOW,2,23,5,656.4754855
LOW,2,23,5,455.2000303
LOW,2,23,5,543.2814266
MEDIUM,2,23,2,272.983154
LOW,2,23,4,405.99038
LOW,2,23,4,577.8222696
HIGH,2,23,3,296.03968
MEDIUM,2,23,2,272.6558212
MEDIUM,2,23,5,475.5315742
MEDIUM,2,23,2,202.7429056
MEDIUM,2,23,2,138.7634842
LOW,2,23,4,608.1099513
MEDIUM,2,23,2,177.5027871
MEDIUM,2,23,2,260.9434797
LOW,2,23,6,683.9020018
MEDIUM,2,23,2,210.7571137
LOW,2,23,6,684.572177
MEDIUM,3,3,3,311.8905356
MEDIUM,3,3,3,293.2582459
LOW,3,3,4,447.933762
MEDIUM,3,3,6,667.495723
MEDIUM,3,3,3,199.3764895
MEDIUM,3,3,3,358.3578231
LOW,3,3,4,597.9915017
HIGH,3,3,4,370.0757196
LOW,3,3,4,600.1633778
LOW,3,3,4,405.5459783
LOW,3,3,4,278.2177959
MEDIUM,3,3,3,372.6438646
LOW,3,3,6,616.6706549
MEDIUM,3,3,3,304.5234417
LOW,3,3,5,350.2348545
LOW,3,3,6,493.0294639
MEDIUM,3,3,2,244.8160157
MEDIUM,3,3,2,233.7530684
LOW,3,3,6,685.1949831
MEDIUM,3,3,2,174.4191544
MEDIUM,3,3,3,243.1498817
LOW,3,3,6,699.1868123
MEDIUM,3,3,4,552.0101007
LOW,3,3,4,443.6772764
MEDIUM,3,3,3,305.2864444
LOW,3,3,6,621.5091435
MEDIUM,3,3,3,319.2979484
LOW,3,3,5,798.7731482
LOW,2,15,5,634.4449437
LOW,2,15,6,747.1750883
LOW,2,15,5,459.4835109
MEDIUM,2,15,3,174.8966268
HIGH,2,15,2,209.9977654
MEDIUM,2,15,4,531.6314108
LOW,2,15,6,514.1089825
LOW,2,15,6,598.9125218
HIGH,2,15,2,98.06839625
HIGH,2,15,2,238.1628886
LOW,2,15,5,342.8137602
MEDIUM,2,15,4,357.9117896
MEDIUM,2,15,3,390.1847756
LOW,2,15,5,389.4479079
MEDIUM,3,7,3,179.2204593
LOW,3,7,6,572.6450184
MEDIUM,3,7,4,294.5304255
LOW,3,7,6,647.4308258
HIGH,3,7,2,244.6816874
HIGH,3,7,2,251.3911357
LOW,3,7,5,440.1469688
MEDIUM,3,7,2,266.1359083
MEDIUM,3,7,4,458.691054
MEDIUM,3,7,3,228.9678098
MEDIUM,3,7,2,171.3092814
MEDIUM,3,7,3,434.2295406
LOW,3,7,6,543.2266643
MEDIUM,3,7,2,215.3761067
MEDIUM,3,7,2,308.0670292
MEDIUM,3,7,2,196.8606396
MEDIUM,3,7,2,177.3047472
MEDIUM,3,7,4,275.3318149
LOW,3,7,5,511.2860657
LOW,3,7,6,653.9198787
HIGH,3,7,6,752.4475747
LOW,3,7,6,628.7725944
HIGH,3,7,3,273.1704257
MEDIUM,3,7,5,442.7764498
LOW,3,7,5,263.0626887
LOW,3,7,5,701.1898458
LOW,3,7,6,499.5394528
MEDIUM,3,7,4,287.8658243
LOW,3,7,5,723.319599
LOW,3,7,5,439.9828732
MEDIUM,3,7,3,334.0405898
MEDIUM,3,7,4,517.8873449
MEDIUM,3,7,3,263.1249635
LOW,3,7,6,692.9932686
HIGH,3,7,4,416.8361742
MEDIUM,3,7,4,522.8149836
MEDIUM,3,7,4,343.6094085
MEDIUM,3,7,3,277.3836865
MEDIUM,3,7,2,192.2328345
MEDIUM,3,7,2,233.5106538
LOW,3,7,5,525.5637081
MEDIUM,3,7,2,254.2897958
LOW,3,7,6,354.440116
MEDIUM,3,7,3,291.6525087
MEDIUM,3,7,2,247.1005033
LOW,3,7,5,585.486513
MEDIUM,2,15,4,316.6755185
MEDIUM,2,15,3,390.5392178
HIGH,2,15,2,182.8345208
MEDIUM,2,15,4,504.2135842
MEDIUM,2,15,4,308.3543524
LOW,2,15,5,562.0194584
MEDIUM,2,15,3,289.9097966
MEDIUM,2,15,4,413.3414675
MEDIUM,2,15,4,542.8678887
HIGH,2,15,2,223.2775834
HIGH,2,15,2,175.5662443
HIGH,2,15,2,226.8713759
MEDIUM,2,15,3,349.7037185
MEDIUM,2,15,3,388.4449485
MEDIUM,2,15,3,404.5399349
HIGH,2,15,2,294.5445513
MEDIUM,2,15,4,329.6118337
LOW,2,15,5,624.1806142
LOW,2,15,5,427.8801081
LOW,2,15,5,561.7238137
MEDIUM,2,15,4,459.2698764
HIGH,2,15,2,205.8525007
MEDIUM,2,15,4,543.3985155
MEDIUM,2,15,3,299.9452777
MEDIUM,2,15,3,392.890633
MEDIUM,2,15,4,414.6530896
MEDIUM,2,15,4,474.2246779
LOW,2,15,5,373.8601215
HIGH,2,15,2,218.5632764
LOW,2,15,6,709.367269
MEDIUM,2,15,4,384.4366843
LOW,2,15,5,525.6639032
LOW,2,15,5,511.1562168
MEDIUM,2,15,3,388.1321502
MEDIUM,2,15,6,419.4407102
MEDIUM,2,15,4,388.7034966
LOW,3,3,5,551.5322979
LOW,3,3,6,479.6166783
MEDIUM,3,3,3,360.3037926
MEDIUM,3,3,4,390.1544642
LOW,3,3,6,640.9781341
LOW,3,3,6,643.9613144
MEDIUM,3,3,2,234.1817533
MEDIUM,3,3,2,169.4657745
LOW,3,3,6,629.0808884
HIGH,3,3,5,471.8460993
MEDIUM,3,3,3,352.4906367
MEDIUM,3,3,3,238.4115341
MEDIUM,3,3,3,304.4957877
LOW,3,3,4,392.2437491
MEDIUM,3,3,2,172.9609123
LOW,3,10,5,488.3549623
LOW,3,10,6,574.3014615
LOW,3,10,6,368.4494572
HIGH,3,10,2,262.6170733
LOW,3,10,6,689.4090807
MEDIUM,3,10,3,215.6500294
MEDIUM,3,10,3,386.3561274
MEDIUM,3,10,4,447.7866726
HIGH,3,10,2,218.7877624
LOW,3,10,5,547.5521081
HIGH,3,10,2,148.2470692
MEDIUM,3,10,4,421.45537
LOW,3,10,6,798.1934217
LOW,3,10,5,435.7616059
HIGH,3,10,2,235.5326971
MEDIUM,3,10,3,354.7529556
LOW,3,10,5,549.470779
HIGH,3,10,2,154.4566497
LOW,3,10,6,688.2242409
HIGH,3,10,2,119.9998221
LOW,3,10,5,566.8902737
MEDIUM,3,10,3,293.1267198
MEDIUM,3,10,3,317.7444952
MEDIUM,3,10,3,367.7173375
LOW,3,10,5,472.4509474
MEDIUM,3,10,5,409.6657968
MEDIUM,3,10,4,593.1780362
MEDIUM,3,10,3,251.3195343
LOW,3,10,6,683.8396385
LOW,3,10,5,557.9211283
HIGH,3,10,2,232.4709393
MEDIUM,3,10,4,323.4691581
LOW,3,10,6,689.1470597
HIGH,3,10,2,259.4511617
MEDIUM,3,14,4,480.2879392
LOW,3,14,6,653.1290592
MEDIUM,3,14,4,453.6382664
HIGH,3,14,6,480.0968161
MEDIUM,3,14,4,427.2262976
MEDIUM,3,14,4,480.1076159
LOW,3,14,6,482.4906951
LOW,3,14,5,471.6273924
LOW,3,14,5,622.9173175
LOW,3,14,6,287.6156129
LOW,3,14,6,574.1546002
LOW,3,14,5,494.5422951
MEDIUM,3,14,4,287.1673683
MEDIUM,3,14,4,450.7574396
MEDIUM,3,14,3,377.3047329
LOW,3,14,5,462.3913476
HIGH,3,14,3,302.1834735
HIGH,3,14,2,217.7202329
LOW,3,14,5,457.721964
MEDIUM,3,14,3,381.5316069
MEDIUM,3,14,4,442.7839564
HIGH,3,14,2,156.4833193
MEDIUM,3,14,4,467.3920554
HIGH,3,14,2,183.225322
HIGH,3,14,2,236.8322598
HIGH,3,14,2,152.3322491
HIGH,3,14,2,216.3768985
LOW,3,14,5,645.9064287
LOW,3,14,5,488.4769132
MEDIUM,3,14,4,377.338572
LOW,3,14,5,457.9833642
LOW,3,14,6,647.4445157
MEDIUM,3,14,4,411.2393724
MEDIUM,3,14,4,481.2660824
MEDIUM,3,14,4,303.1779101
HIGH,3,14,2,291.4283847
LOW,2,23,4,342.9519927
LOW,2,23,4,369.2087761
LOW,2,23,4,376.1759844
LOW,2,23,5,391.2409729
MEDIUM,2,23,2,222.2106879
LOW,2,23,6,538.7343829
LOW,2,23,6,618.8791141
LOW,2,23,4,377.3960356
LOW,2,23,6,762.6924829
MEDIUM,2,23,3,347.1222363
MEDIUM,2,23,3,321.103457
MEDIUM,2,22,2,290.3667238
MEDIUM,2,22,6,762.1206803
LOW,2,22,6,664.0796404
MEDIUM,2,22,2,171.3054089
MEDIUM,2,22,3,294.7221571
MEDIUM,2,22,3,321.2660228
MEDIUM,2,22,3,275.0007326
LOW,2,22,6,512.4335185
LOW,2,22,5,590.0948348
MEDIUM,2,22,3,310.192073
LOW,2,22,4,394.1200491
MEDIUM,2,22,3,292.1002775
LOW,2,22,4,397.5465314
LOW,2,22,6,609.0022101
LOW,2,22,5,547.3138987
MEDIUM,2,22,2,220.2486
MEDIUM,2,22,3,383.3604461
MEDIUM,2,22,3,376.5699653
MEDIUM,2,22,2,270.9017621
LOW,2,22,4,597.9785072
HIGH,3,2,4,508.6674279
LOW,3,2,4,424.176642
HIGH,3,2,4,482.8147633
MEDIUM,3,2,2,292.3073522
LOW,3,2,4,365.0532941
LOW,3,2,5,638.4612381
LOW,3,2,5,564.1608674
MEDIUM,3,2,4,547.1688615
MEDIUM,3,2,3,276.4601975
MEDIUM,3,2,3,298.5336707
LOW,3,21,6,385.3204347
LOW,3,21,4,451.2514667
LOW,3,21,4,358.8505306
LOW,3,21,6,456.0715372
MEDIUM,3,21,3,327.4538553
MEDIUM,3,21,3,215.6019776
LOW,3,21,6,721.161544
MEDIUM,3,21,2,286.7277238
MEDIUM,3,21,3,252.7315816
MEDIUM,3,21,2,194.5192284
MEDIUM,3,21,2,127.0222958
MEDIUM,3,21,2,205.8515207
MEDIUM,3,21,2,157.3260074
LOW,3,21,4,370.300601
MEDIUM,3,21,2,169.8097496
MEDIUM,3,21,2,166.8505209
HIGH,3,21,2,207.8677363
LOW,3,21,6,487.6386049
LOW,3,21,4,498.8551638
MEDIUM,3,21,3,351.6317669
LOW,3,21,5,436.7436992
MEDIUM,3,21,2,233.2809611
LOW,3,21,5,406.5193937
MEDIUM,3,21,6,753.1559657
MEDIUM,3,21,3,277.2483224
LOW,3,21,4,312.7591373
HIGH,3,21,5,540.5937915
LOW,3,21,6,597.8139169
MEDIUM,3,21,3,265.985563
LOW,3,21,6,616.6219887
LOW,3,21,6,649.4003553
LOW,3,21,6,805.7421522
LOW,3,21,6,629.659768
LOW,2,15,5,616.0851768
LOW,2,15,6,491.9829844
HIGH,2,15,2,165.3529461
LOW,2,15,5,478.447389
HIGH,2,15,2,164.9802387
LOW,2,15,6,941.4143729
HIGH,2,15,2,187.8422804
MEDIUM,2,15,3,238.775677
LOW,2,15,6,640.7511723
LOW,2,15,5,550.5652527
LOW,2,15,6,473.7704918
MEDIUM,2,15,5,466.5697062
MEDIUM,2,15,4,509.8334029
LOW,2,15,6,687.7945289
LOW,2,15,6,598.260035
LOW,2,15,5,531.7114045
MEDIUM,2,15,4,287.794932
MEDIUM,2,15,2,161.9549151
HIGH,2,15,4,296.1913779
MEDIUM,2,15,4,499.1441337
LOW,2,15,6,458.5165885
LOW,2,15,6,759.3020636
MEDIUM,2,15,3,352.0275034
HIGH,2,15,2,285.6545704
MEDIUM,2,15,3,361.292067
MEDIUM,2,15,3,333.9174232
MEDIUM,2,15,3,390.8220816
MEDIUM,2,15,3,221.3639266
MEDIUM,2,15,2,119.7662446
LOW,2,15,6,693.417177
HIGH,2,15,2,211.6273494
MEDIUM,2,15,4,422.947488
LOW,2,15,6,672.546995
LOW,2,22,4,419.9069783
MEDIUM,2,22,3,327.5016997
MEDIUM,2,22,6,724.5639677
LOW,2,22,6,660.7882853
MEDIUM,2,22,3,235.6253037
MEDIUM,2,22,3,317.0697206
LOW,2,22,4,231.5857056
MEDIUM,2,22,4,410.1472118
LOW,2,22,6,807.7073487
HIGH,2,22,2,189.9490838
LOW,2,22,6,689.0600563
MEDIUM,2,22,3,129.0788239
LOW,3,2,5,434.655736
HIGH,3,2,5,546.9672813
MEDIUM,3,2,3,225.3118596
LOW,3,2,5,548.2733217
LOW,3,2,5,423.8373507
LOW,3,2,5,482.8244852
LOW,3,2,6,785.3844645
MEDIUM,3,2,3,300.6020399
LOW,3,2,5,474.0708912
LOW,3,2,4,421.4772066
MEDIUM,3,2,3,364.6436777
LOW,3,2,6,611.3810707
LOW,3,6,6,623.2716052
MEDIUM,3,6,3,356.1951826
LOW,3,6,5,548.5294196
MEDIUM,3,6,2,136.4214046
MEDIUM,3,6,2,219.6348469
MEDIUM,3,6,2,196.4087593
MEDIUM,3,6,3,306.3532173
MEDIUM,3,6,2,231.8542711
LOW,3,6,6,619.4667202
LOW,3,6,5,556.4648238
MEDIUM,3,6,4,404.1138842
LOW,3,6,5,576.4540894
MEDIUM,3,6,3,289.544729
LOW,3,6,6,652.1158464
MEDIUM,3,6,3,361.4056246
MEDIUM,3,6,3,403.4544403
HIGH,3,17,2,135.2274743
LOW,3,17,6,845.5466987
LOW,3,17,5,507.6420731
HIGH,3,17,5,605.18323
MEDIUM,3,17,4,443.2331009
LOW,3,17,5,512.5445827
LOW,3,17,5,592.6922526
MEDIUM,3,17,4,352.0349302
LOW,3,17,6,679.1040416
HIGH,3,17,5,621.4496799
MEDIUM,3,17,3,245.3680081
LOW,3,17,5,386.6248468
LOW,3,17,6,625.701317
MEDIUM,3,17,4,369.3998147
MEDIUM,3,17,4,339.7554769
LOW,3,17,6,879.9243819
MEDIUM,3,17,4,218.0435168
MEDIUM,3,17,3,332.3221222
HIGH,3,17,2,259.7739545
MEDIUM,3,17,3,183.7736491
HIGH,3,17,2,264.0835503
HIGH,3,17,3,349.1719525
MEDIUM,3,17,4,431.7027574
MEDIUM,3,17,4,446.5034156
MEDIUM,3,17,4,465.9399923
HIGH,3,17,2,260.3288825
MEDIUM,3,17,3,246.7125929
MEDIUM,3,17,4,376.7963578
LOW,3,17,6,508.5523054
LOW,3,17,6,690.9473854
HIGH,3,17,2,265.6174935
MEDIUM,3,17,4,447.1584764
MEDIUM,3,17,4,449.9253694
HIGH,3,17,2,229.8257103
MEDIUM,2,22,6,417.9226178
MEDIUM,2,22,4,416.8081134
LOW,2,22,6,733.6679184
HIGH,2,22,6,447.2278922
LOW,2,22,6,480.8422525
LOW,2,22,6,350.1732746
MEDIUM,2,22,2,259.617834
MEDIUM,2,22,2,201.7105822
LOW,2,22,4,416.9137521
MEDIUM,2,22,3,291.8698394
MEDIUM,2,22,2,215.2540709
LOW,2,22,4,368.87318
LOW,2,22,6,801.3388527
MEDIUM,2,22,3,288.4515779
LOW,2,22,5,568.2891378
LOW,2,22,6,478.1687677
MEDIUM,2,22,3,321.5785944
MEDIUM,2,22,2,133.7209489
LOW,2,22,6,437.2357939
LOW,2,22,6,335.1176377
HIGH,2,22,3,247.1508447
LOW,2,22,5,378.5869801
MEDIUM,2,22,3,330.6757455
MEDIUM,2,22,3,283.567906
LOW,2,22,5,607.8502727
LOW,2,22,6,572.9668862
MEDIUM,3,10,4,296.43779
MEDIUM,3,10,2,226.2034561
MEDIUM,3,10,6,579.3266019
LOW,3,10,5,516.1238425
HIGH,3,10,2,237.8803801
HIGH,3,10,2,202.5735122
LOW,3,10,5,496.7350074
LOW,3,10,5,421.9084365
MEDIUM,3,10,4,292.9396753
MEDIUM,3,10,4,383.7445176
MEDIUM,3,10,4,318.9817794
LOW,3,10,5,428.5088693
HIGH,3,10,2,238.79861
LOW,3,17,6,647.9067659
HIGH,3,17,2,268.67024
LOW,3,17,5,517.3551565
MEDIUM,3,17,3,303.4637938
LOW,3,17,5,475.1773873
HIGH,3,17,2,225.4195921
LOW,3,17,5,442.8517275
LOW,3,17,5,373.9249108
MEDIUM,3,17,4,499.6822951
MEDIUM,3,17,3,296.9007713
HIGH,3,17,2,223.2812076
HIGH,3,17,2,212.9900923
LOW,3,17,6,594.5300589
LOW,3,17,5,478.8359832
HIGH,3,17,2,143.7354286
MEDIUM,3,17,3,332.0016844
LOW,3,17,6,720.4366916
LOW,3,17,5,413.6442681
LOW,3,17,5,509.9646963
MEDIUM,3,17,3,389.3883184
HIGH,3,17,2,176.3167237
MEDIUM,2,22,2,216.5040221
LOW,2,22,6,666.0840369
LOW,2,22,4,471.2437502
MEDIUM,2,22,2,220.9703669
LOW,2,22,6,732.3679775
LOW,2,22,4,431.483733
HIGH,2,22,2,213.1607914
LOW,2,22,5,469.0673166
MEDIUM,2,22,2,215.7872136
MEDIUM,2,22,2,249.8363856
MEDIUM,2,22,6,651.555943
LOW,2,22,6,408.3694637
LOW,2,22,5,625.0850646
MEDIUM,2,22,2,189.2780694
LOW,2,22,5,631.566518
MEDIUM,2,22,3,222.8163317
LOW,2,22,4,446.0928138
LOW,2,22,6,775.1657119
LOW,2,22,4,466.5545793
HIGH,2,22,5,488.0160568
MEDIUM,2,22,3,303.3622858
MEDIUM,2,22,3,326.4496588
LOW,2,22,5,431.0769892
LOW,2,22,4,389.3666349
MEDIUM,2,22,3,345.7666985
MEDIUM,2,22,6,563.8330784
LOW,2,22,5,703.4082058
LOW,2,22,6,651.2199591
HIGH,2,22,5,432.2763193
LOW,2,22,5,503.1450734
MEDIUM,2,22,3,223.7710051
MEDIUM,2,22,2,184.8040618
MEDIUM,2,22,2,162.6101196
MEDIUM,2,22,2,255.9064502
LOW,2,22,4,421.0816128
LOW,3,10,5,666.0412246
MEDIUM,3,10,3,298.1214947
MEDIUM,3,10,3,362.8477564
MEDIUM,3,10,3,272.2184361
MEDIUM,3,10,4,315.3373126
LOW,3,10,5,556.1218616
HIGH,3,10,2,176.9601374
LOW,3,10,6,567.2849805
HIGH,3,10,2,227.6807478
MEDIUM,3,10,3,204.6590496
LOW,3,10,6,497.6160664
LOW,3,10,5,405.898546
LOW,3,10,5,354.5025804
LOW,3,10,6,740.9970777
MEDIUM,3,10,3,220.0592158
LOW,3,10,5,601.804562
HIGH,3,10,2,253.7871891
HIGH,3,10,2,242.1779063
MEDIUM,3,10,3,329.8724629
LOW,3,10,5,470.2472301
MEDIUM,3,10,4,413.2517839
HIGH,3,10,6,465.6783921
MEDIUM,3,10,4,506.8549369
MEDIUM,2,22,3,249.0001534
MEDIUM,2,22,2,222.2950948
LOW,2,22,4,333.3473274
LOW,2,22,6,631.5103385
HIGH,2,15,2,252.4225573
MEDIUM,2,15,4,386.8085995
LOW,2,15,6,717.7645125
MEDIUM,2,15,3,270.6619278
MEDIUM,2,15,6,714.5352194
HIGH,2,15,4,366.0072587
MEDIUM,2,15,3,196.6803001
LOW,2,15,6,749.0061775
MEDIUM,2,15,3,381.7995259
HIGH,2,15,6,635.0170618
LOW,2,15,5,536.1868897
MEDIUM,2,15,5,339.1852631
LOW,2,15,5,382.3612502
LOW,2,15,6,672.6023962
MEDIUM,3,14,3,344.1271785
MEDIUM,3,14,3,308.4445351
MEDIUM,3,14,4,330.3683235
LOW,3,14,6,582.2804928
LOW,3,14,6,468.538149
MEDIUM,3,14,4,385.8332126
LOW,3,14,5,427.3943157
LOW,3,14,5,424.6071677
LOW,3,14,6,872.8956849
HIGH,3,14,2,166.774882
LOW,3,14,5,559.3372891
LOW,3,14,5,468.6922829
MEDIUM,3,14,3,360.4981568
LOW,3,14,6,708.5182286
HIGH,3,14,2,174.7831152
MEDIUM,3,14,4,298.7874537
HIGH,3,14,2,210.2313595
LOW,3,14,5,630.9715465
HIGH,3,14,3,335.0241998
LOW,3,14,6,747.0234066
LOW,3,14,6,671.2219326
MEDIUM,3,14,3,308.7801264
LOW,3,14,6,875.9192302
MEDIUM,3,14,3,225.5287801
LOW,3,14,6,669.6084358
MEDIUM,3,14,4,394.0394934
MEDIUM,3,14,4,300.3968985
LOW,3,14,6,347.0313619
MEDIUM,3,14,3,273.0447071
LOW,3,14,5,649.1826627
LOW,3,14,6,715.6737841
LOW,3,14,6,859.9155579
MEDIUM,3,14,4,273.7508473
HIGH,3,14,2,269.8382079
LOW,3,14,6,687.5305378
MEDIUM,3,6,4,286.031758
MEDIUM,3,6,3,368.5992773
LOW,3,6,5,650.0960069
MEDIUM,3,6,2,233.0013348
MEDIUM,3,6,3,362.0361771
LOW,3,6,5,459.8797134
MEDIUM,3,6,3,306.7534029
MEDIUM,3,6,2,191.630278
MEDIUM,3,6,2,132.6575854
LOW,3,6,6,666.3741971
MEDIUM,3,6,4,460.5740339
LOW,3,6,5,458.2351288
LOW,3,6,6,632.7719338
MEDIUM,3,6,4,369.7859808
LOW,3,6,6,597.7541529
MEDIUM,3,6,3,347.0668987
LOW,3,6,5,501.5689492
MEDIUM,3,6,2,163.0765866
LOW,3,6,6,678.1508129
LOW,3,6,6,601.6029045
MEDIUM,3,6,4,422.0940514
MEDIUM,3,6,4,443.4734682
MEDIUM,3,6,4,200.2120894
LOW,3,6,5,586.5724782
LOW,3,6,6,612.4818728
LOW,3,6,5,611.7481921
LOW,3,6,6,785.4441814
MEDIUM,3,6,3,343.8643844
MEDIUM,3,6,3,332.0781504
LOW,3,6,5,676.0450848
LOW,3,6,6,586.1287143
MEDIUM,3,6,2,261.7750454
LOW,3,6,5,422.7512917
MEDIUM,3,6,3,215.2358015
HIGH,3,6,3,202.7613064
MEDIUM,3,21,3,211.8961353
MEDIUM,3,21,2,251.3926626
LOW,3,21,5,567.5358918
LOW,3,21,5,545.9451669
LOW,3,21,5,659.785672
MEDIUM,3,21,3,389.2151773
LOW,3,21,5,242.2819875
MEDIUM,3,21,2,261.9848224
MEDIUM,3,10,4,395.9218112
MEDIUM,3,10,3,288.4006173
HIGH,3,10,3,312.5261479
MEDIUM,3,10,3,326.8572889
MEDIUM,3,10,3,275.5139748
LOW,3,10,6,884.5285354
LOW,3,10,6,553.827199
MEDIUM,3,10,3,208.8704831
MEDIUM,3,10,3,484.3925081
MEDIUM,3,10,3,330.4253578
LOW,3,10,6,792.490895
HIGH,3,10,2,197.4044134
LOW,3,10,6,737.6776676
LOW,3,10,5,504.3812748
HIGH,3,10,2,185.242921
LOW,3,10,6,678.6604919
HIGH,3,10,3,220.9771523
LOW,3,10,6,436.2353093
HIGH,3,14,2,186.4694188
LOW,3,14,6,501.5966568
MEDIUM,3,14,4,389.5218901
LOW,3,14,5,522.6022686
LOW,3,14,6,828.703879
MEDIUM,3,14,4,479.0459468
LOW,3,14,6,707.5785391
MEDIUM,3,14,3,333.6714519
HIGH,3,14,2,301.825951
HIGH,3,14,2,190.1473887
HIGH,3,14,6,762.584323
MEDIUM,3,14,2,130.286986
LOW,3,14,6,519.7648708
MEDIUM,3,14,3,383.1809485
MEDIUM,3,14,4,424.2250461
LOW,3,14,6,658.9113703
LOW,3,14,5,397.6360775
LOW,3,14,6,660.5555498
MEDIUM,3,14,4,474.1286621
LOW,3,14,6,319.3462991
LOW,3,14,6,706.9311393
LOW,3,14,6,522.4906789
MEDIUM,3,14,3,388.284521
HIGH,3,14,2,177.9426535
LOW,3,14,5,357.3186322
LOW,3,14,5,468.4122237
MEDIUM,3,14,4,397.6265341
HIGH,3,14,2,194.731326
LOW,3,14,5,477.8615606
MEDIUM,3,14,4,407.109906
HIGH,3,14,2,317.2708039
MEDIUM,3,14,3,296.4799572
HIGH,3,14,2,287.4503648
HIGH,3,14,6,469.7301179
MEDIUM,3,14,3,450.4073425
HIGH,3,14,2,217.861989
LOW,3,14,5,578.5996323
MEDIUM,3,14,4,425.3730118
HIGH,3,14,5,395.6374297
LOW,3,2,5,468.0214236
MEDIUM,3,2,3,288.9913324
MEDIUM,3,2,2,202.4689566
LOW,3,2,6,698.5259683
MEDIUM,3,2,3,330.0201498
LOW,3,2,6,646.59259
LOW,3,2,6,685.4786129
LOW,3,2,4,471.6505812
LOW,3,2,5,386.5637296
LOW,3,2,4,390.7415277
HIGH,3,2,2,277.4898819
LOW,3,2,4,415.6675547
HIGH,3,2,3,300.0129315
LOW,3,2,4,332.5632415
LOW,3,2,5,424.3043755
LOW,3,2,6,655.1246759
LOW,3,2,6,425.1661314
LOW,3,2,4,394.8180067
LOW,3,2,6,458.8093625
MEDIUM,3,2,2,223.7413984
LOW,3,2,4,479.6409945
LOW,3,2,6,699.4418458
HIGH,3,2,3,210.0809881
LOW,3,2,4,410.9712747
LOW,3,2,6,728.9389706
MEDIUM,3,2,6,476.3277632
LOW,3,2,4,433.3303808
LOW,3,2,5,573.8602278
MEDIUM,3,2,4,397.536136
MEDIUM,3,2,2,204.3575072
MEDIUM,3,2,2,202.9521405
LOW,3,21,5,505.4714945
MEDIUM,3,21,3,404.8293754
MEDIUM,3,21,3,278.6259072
MEDIUM,3,21,3,407.7709544
LOW,3,21,6,607.5118636
LOW,3,21,4,249.1774931
LOW,3,21,6,585.8885263
LOW,3,21,6,545.6079876
LOW,3,3,5,535.4415134
LOW,3,3,5,605.1012732
LOW,3,3,5,638.0264567
LOW,3,3,6,485.6178687
LOW,3,3,5,492.7792604
LOW,3,3,5,388.8610054
MEDIUM,2,15,4,362.2404081
MEDIUM,2,15,4,379.9020723
HIGH,2,15,2,258.3485559
LOW,2,15,5,525.5667239
HIGH,2,15,2,169.0757155
MEDIUM,2,15,3,315.0881005
MEDIUM,2,15,3,384.5914331
MEDIUM,2,15,4,377.1299786
LOW,2,15,6,853.263283
HIGH,2,15,2,239.3528565
MEDIUM,2,15,4,415.0591522
LOW,2,15,5,511.2986337
MEDIUM,2,15,3,265.5834705
LOW,2,15,5,458.6440194
LOW,2,15,6,365.1255945
MEDIUM,2,15,6,401.5213493
LOW,2,15,6,609.392027
MEDIUM,2,15,4,404.01877
MEDIUM,2,15,5,277.3749129
MEDIUM,2,15,3,266.0830577
HIGH,2,15,2,242.8539139
MEDIUM,2,15,4,281.7535561
LOW,2,15,6,570.7186943
MEDIUM,2,15,4,530.8544023
HIGH,2,15,2,212.2646113
MEDIUM,2,15,3,252.7954244
HIGH,2,15,2,206.6019676
LOW,2,15,5,319.6835295
LOW,2,15,6,551.7940277
MEDIUM,2,15,3,213.0216071
MEDIUM,2,15,4,371.1832216
HIGH,2,15,2,154.227284
MEDIUM,2,15,4,223.3437786
MEDIUM,3,10,3,321.5575713
HIGH,3,10,2,223.0513178
LOW,3,10,6,659.0891458
MEDIUM,3,10,3,504.1353917
MEDIUM,3,10,3,189.2942643
LOW,3,10,6,522.0176416
MEDIUM,3,10,3,306.7563577
MEDIUM,3,10,4,331.9377144
